timestamp,log_level,message,event_type
"2026-09-18 15:06:05,390",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:06:05,681",WARNING,High response time detected,warning
"2026-09-18 15:06:07,839",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:06:08,307",WARNING,High response time detected,warning
"2026-09-18 15:06:10,827",INFO,Health check completed successfully,normal
"2026-09-18 15:06:11,075",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:06:11,572",INFO,Health check completed successfully,normal
"2026-09-18 15:06:11,723",INFO,Health check completed successfully,normal
"2026-09-18 15:06:12,050",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:06:12,368",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:06:12,822",INFO,Health check completed successfully,normal
"2026-09-18 15:06:13,352",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:06:13,510",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:06:13,813",INFO,Health check completed successfully,normal
"2026-09-18 15:06:14,267",INFO,Health check completed successfully,normal
"2026-09-18 15:06:14,465",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:06:14,689",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:14:54,660",ERROR,Simulated application error detected,error
"2026-09-18 15:14:55,064",WARNING,High response time detected,warning
"2026-09-18 15:14:57,568",INFO,Health check completed successfully,normal
"2026-09-18 15:14:57,856",WARNING,High response time detected,warning
"2026-09-18 15:15:00,159",ERROR,Simulated application error detected,error
"2026-09-18 15:15:00,480",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:15:00,861",INFO,Health check completed successfully,normal
"2026-09-18 15:15:01,297",ERROR,Simulated application error detected,error
"2026-09-18 15:15:01,445",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:15:01,613",INFO,Health check completed successfully,normal
"2026-09-18 15:15:01,833",INFO,Health check completed successfully,normal
"2026-09-18 15:15:01,988",INFO,Health check completed successfully,normal
"2026-09-18 15:15:02,248",WARNING,High response time detected,warning
"2026-09-18 15:15:04,715",INFO,Health check completed successfully,normal
"2026-09-18 15:15:05,202",INFO,Health check completed successfully,normal
"2026-09-18 15:15:05,545",WARNING,High response time detected,warning
"2026-09-18 15:15:07,833",INFO,Health check completed successfully,normal
"2026-09-18 15:15:08,140",WARNING,High response time detected,warning
"2026-09-18 15:15:10,348",INFO,Health check completed successfully,normal
"2026-09-18 15:15:10,757",WARNING,High response time detected,warning
"2026-09-18 15:15:13,096",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:15:13,593",INFO,Health check completed successfully,normal
"2026-09-18 15:15:13,726",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:15:14,173",WARNING,High response time detected,warning
"2026-09-18 15:15:16,600",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:15:16,956",INFO,Health check completed successfully,normal
"2026-09-18 15:15:17,484",WARNING,High response time detected,warning
"2026-09-18 15:15:19,828",WARNING,High response time detected,warning
"2026-09-18 15:15:22,055",INFO,Health check completed successfully,normal
"2026-09-18 15:15:22,376",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:15:22,616",INFO,Health check completed successfully,normal
"2026-09-18 15:15:22,770",INFO,Health check completed successfully,normal
"2026-09-18 15:15:23,325",INFO,Health check completed successfully,normal
"2026-09-18 15:15:23,811",INFO,Health check completed successfully,normal
"2026-09-18 15:15:24,254",INFO,Health check completed successfully,normal
"2026-09-18 15:15:24,685",WARNING,High response time detected,warning
"2026-09-18 15:15:27,202",WARNING,High response time detected,warning
"2026-09-18 15:15:29,433",WARNING,High response time detected,warning
"2026-09-18 15:15:31,618",INFO,Health check completed successfully,normal
"2026-09-18 15:15:31,771",INFO,Health check completed successfully,normal
"2026-09-18 15:15:31,901",INFO,Health check completed successfully,normal
"2026-09-18 15:15:32,160",WARNING,High response time detected,warning
"2026-09-18 15:15:34,612",ERROR,Simulated application error detected,error
"2026-09-18 15:15:34,888",INFO,Health check completed successfully,normal
"2026-09-18 15:15:35,089",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:15:35,338",WARNING,High response time detected,warning
"2026-09-18 15:15:37,680",ERROR,Simulated application error detected,error
"2026-09-18 15:15:37,888",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:15:38,166",WARNING,High response time detected,warning
"2026-09-18 15:15:40,326",INFO,Health check completed successfully,normal
"2026-09-18 15:16:54,960",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:16:55,463",INFO,Health check completed successfully,normal
"2026-09-18 15:16:55,718",INFO,Health check completed successfully,normal
"2026-09-18 15:16:55,987",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:16:56,320",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:16:56,764",INFO,Health check completed successfully,normal
"2026-09-18 15:16:57,214",WARNING,High response time detected,warning
"2026-09-18 15:16:59,660",INFO,Health check completed successfully,normal
"2026-09-18 15:17:00,179",INFO,Health check completed successfully,normal
"2026-09-18 15:17:00,683",WARNING,High response time detected,warning
"2026-09-18 15:17:03,076",ERROR,Simulated application error detected,error
"2026-09-18 15:17:03,222",WARNING,High response time detected,warning
"2026-09-18 15:17:05,422",ERROR,Simulated application error detected,error
"2026-09-18 15:17:05,796",INFO,Health check completed successfully,normal
"2026-09-18 15:17:06,195",INFO,Health check completed successfully,normal
"2026-09-18 15:17:06,706",INFO,Health check completed successfully,normal
"2026-09-18 15:17:07,181",INFO,Health check completed successfully,normal
"2026-09-18 15:17:07,427",INFO,Health check completed successfully,normal
"2026-09-18 15:17:07,851",INFO,Health check completed successfully,normal
"2026-09-18 15:17:08,328",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:17:08,544",INFO,Health check completed successfully,normal
"2026-09-18 15:17:08,832",INFO,Health check completed successfully,normal
"2026-09-18 15:17:09,208",INFO,Health check completed successfully,normal
"2026-09-18 15:17:09,709",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:17:10,138",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:17:10,324",INFO,Health check completed successfully,normal
"2026-09-18 15:17:10,474",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:17:11,065",INFO,Health check completed successfully,normal
"2026-09-18 15:17:11,347",INFO,Health check completed successfully,normal
"2026-09-18 15:17:11,871",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:17:12,286",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:17:12,639",ERROR,Simulated application error detected,error
"2026-09-18 15:17:13,024",INFO,Health check completed successfully,normal
"2026-09-18 15:17:13,384",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:17:13,798",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:17:14,037",ERROR,Simulated application error detected,error
"2026-09-18 15:17:14,334",WARNING,High response time detected,warning
"2026-09-18 15:17:16,707",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:17:17,018",ERROR,Simulated application error detected,error
"2026-09-18 15:17:17,309",INFO,Health check completed successfully,normal
"2026-09-18 15:17:17,669",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:17:18,046",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:17:18,429",ERROR,Simulated application error detected,error
"2026-09-18 15:17:18,889",WARNING,High response time detected,warning
"2026-09-18 15:17:21,086",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:17:21,274",ERROR,Simulated application error detected,error
"2026-09-18 15:17:21,660",INFO,Health check completed successfully,normal
"2026-09-18 15:17:22,024",WARNING,High response time detected,warning
"2026-09-18 15:17:24,366",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:17:24,547",ERROR,Simulated application error detected,error
"2026-09-18 15:18:38,575",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:18:38,894",WARNING,High response time detected,warning
"2026-09-18 15:18:41,303",INFO,Health check completed successfully,normal
"2026-09-18 15:18:41,568",INFO,Health check completed successfully,normal
"2026-09-18 15:18:42,184",WARNING,High response time detected,warning
"2026-09-18 15:18:44,382",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:18:44,879",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:18:45,171",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:18:45,571",WARNING,High response time detected,warning
"2026-09-18 15:18:48,023",INFO,Health check completed successfully,normal
"2026-09-18 15:18:48,494",INFO,Health check completed successfully,normal
"2026-09-18 15:18:49,025",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:18:49,303",INFO,Health check completed successfully,normal
"2026-09-18 15:18:49,670",WARNING,High response time detected,warning
"2026-09-18 15:18:51,781",ERROR,Simulated application error detected,error
"2026-09-18 15:18:52,310",WARNING,High response time detected,warning
"2026-09-18 15:18:54,510",WARNING,High response time detected,warning
"2026-09-18 15:18:56,679",ERROR,Simulated application error detected,error
"2026-09-18 15:18:57,218",INFO,Health check completed successfully,normal
"2026-09-18 15:18:57,614",WARNING,High response time detected,warning
"2026-09-18 15:18:59,878",INFO,Health check completed successfully,normal
"2026-09-18 15:19:00,536",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:19:01,064",INFO,Health check completed successfully,normal
"2026-09-18 15:19:01,727",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:19:01,932",WARNING,High response time detected,warning
"2026-09-18 15:19:04,373",ERROR,Simulated application error detected,error
"2026-09-18 15:19:04,693",ERROR,Simulated application error detected,error
"2026-09-18 15:19:04,990",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:19:05,178",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:19:05,563",INFO,Health check completed successfully,normal
"2026-09-18 15:19:05,822",WARNING,High response time detected,warning
"2026-09-18 15:19:08,298",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:19:08,635",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:19:09,098",INFO,Health check completed successfully,normal
"2026-09-18 15:19:09,271",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:19:09,711",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:19:09,999",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:19:10,501",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:19:10,957",ERROR,Simulated application error detected,error
"2026-09-18 15:19:11,473",INFO,Health check completed successfully,normal
"2026-09-18 15:19:11,892",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:19:12,417",WARNING,High response time detected,warning
"2026-09-18 15:19:14,579",INFO,Health check completed successfully,normal
"2026-09-18 15:19:14,931",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:19:15,402",WARNING,High response time detected,warning
"2026-09-18 15:19:17,870",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:19:18,441",INFO,Health check completed successfully,normal
"2026-09-18 15:19:18,763",ERROR,Simulated application error detected,error
"2026-09-18 15:19:19,061",WARNING,High response time detected,warning
"2026-09-18 15:19:21,504",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:20:07,119",INFO,Health check completed successfully,normal
"2026-09-18 15:20:07,527",INFO,Health check completed successfully,normal
"2026-09-18 15:20:07,700",WARNING,High response time detected,warning
"2026-09-18 15:20:10,004",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:20:10,328",ERROR,Simulated application error detected,error
"2026-09-18 15:20:10,498",WARNING,High response time detected,warning
"2026-09-18 15:20:13,407",ERROR,Simulated application error detected,error
"2026-09-18 15:20:14,804",WARNING,High response time detected,warning
"2026-09-18 15:20:17,230",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:20:17,755",INFO,Health check completed successfully,normal
"2026-09-18 15:20:18,261",WARNING,High response time detected,warning
"2026-09-18 15:20:20,678",INFO,Health check completed successfully,normal
"2026-09-18 15:20:20,873",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:20:21,260",WARNING,High response time detected,warning
"2026-09-18 15:20:23,639",INFO,Health check completed successfully,normal
"2026-09-18 15:20:24,148",WARNING,High response time detected,warning
"2026-09-18 15:20:26,713",INFO,Health check completed successfully,normal
"2026-09-18 15:20:27,160",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:20:27,569",INFO,Health check completed successfully,normal
"2026-09-18 15:20:27,986",INFO,Health check completed successfully,normal
"2026-09-18 15:20:28,545",WARNING,High response time detected,warning
"2026-09-18 15:20:30,754",INFO,Health check completed successfully,normal
"2026-09-18 15:20:31,150",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:20:31,665",INFO,Health check completed successfully,normal
"2026-09-18 15:20:32,171",INFO,Health check completed successfully,normal
"2026-09-18 15:20:32,335",INFO,Health check completed successfully,normal
"2026-09-18 15:20:32,613",WARNING,High response time detected,warning
"2026-09-18 15:20:35,083",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:20:35,416",INFO,Health check completed successfully,normal
"2026-09-18 15:20:35,861",INFO,Health check completed successfully,normal
"2026-09-18 15:20:36,338",INFO,Health check completed successfully,normal
"2026-09-18 15:20:36,693",INFO,Health check completed successfully,normal
"2026-09-18 15:20:37,025",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:20:37,383",INFO,Health check completed successfully,normal
"2026-09-18 15:20:37,769",INFO,Health check completed successfully,normal
"2026-09-18 15:20:38,207",WARNING,High response time detected,warning
"2026-09-18 15:20:40,755",INFO,Health check completed successfully,normal
"2026-09-18 15:20:40,996",INFO,Health check completed successfully,normal
"2026-09-18 15:20:41,455",INFO,Health check completed successfully,normal
"2026-09-18 15:20:41,615",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:20:41,841",ERROR,Simulated application error detected,error
"2026-09-18 15:20:42,072",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:20:42,444",ERROR,Simulated application error detected,error
"2026-09-18 15:20:42,841",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:20:43,103",WARNING,High response time detected,warning
"2026-09-18 15:20:45,469",INFO,Health check completed successfully,normal
"2026-09-18 15:20:45,729",INFO,Health check completed successfully,normal
"2026-09-18 15:20:46,177",INFO,Home endpoint accessed successfully,normal
"2026-09-18 15:20:46,343",INFO,Health check completed successfully,normal
"2026-09-18 15:20:46,710",INFO,Home endpoint accessed successfully,normal
